wavelength,li_ref,white_ref,li_scope,white_scope
370.399780273437,21.6029514188413,97.2166347684867,164.6111145,790.944458
370.998138427734,18.6481558489450,94.2445590196799,190.6111145,834.944458
371.596466064453,19.0391696661576,93.8420100143813,176.6111145,808.944458
372.194763183594,17.2680746673261,89.6289203155950,174.6111145,802.944458
372.793029785156,20.6991312838955,92.0564944041915,185.6111145,805.944458
373.391265869141,22.3272974955781,97.5788078068550,196.6111145,819.944458
373.989471435547,21.5919089181805,98.7498444788891,189.6111145,871.944458
374.587677001953,19.8920540395551,93.9068815505132,198.6111145,830.944458
375.185821533203,17.3639650759065,94.7266856228621,173.6111145,863.944458
375.783935546875,20.7756072024979,91.3617539588297,206.6111145,868.944458
376.382049560547,22.4077138104424,88.9862272369720,210.6111145,881.944458
376.980102539062,20.1347396595939,93.6672539194495,188.6111145,885.944458
377.578155517578,24.5929289931659,96.6445699262888,213.6111145,901.944458
378.176147460937,20.1718451699713,92.6197806133221,218.6111145,925.944458
378.774139404297,20.7730304186868,92.2409846295466,209.6111145,900.944458
379.372070312500,21.6110138298466,99.1505579621417,205.6111145,940.944458
379.970001220703,19.4103333900758,93.5225149069693,216.6111145,960.944458
380.567901611328,21.1676874880456,97.1908918464920,204.6111145,990.944458
381.165771484375,20.9092850979979,93.7586624286051,241.6111145,1000.944458
381.763580322266,20.6635754847355,95.2246894351179,214.6111145,964.944458
382.361389160156,21.3118941291961,93.7468108425277,234.6111145,1022.944458
382.959167480469,19.9703388383749,94.3796678112868,208.6111145,1016.944458
383.556915283203,21.2171385537185,91.2352009012598,250.6111145,1025.944458
384.154632568359,19.5720043818701,93.5599206690717,232.6111145,1048.944458
384.752319335937,19.6616832960952,88.2643293343093,245.6111145,1040.944458
385.350006103516,19.2877329741398,91.4011509554939,237.6111145,1059.944458
385.947631835937,20.3771292819917,91.4888650810156,268.6111145,1112.944458
386.545227050781,21.6455820431040,94.2160257050026,251.6111145,1092.944458
387.142791748047,18.1569937048245,87.9987051928582,220.6111145,1058.944458
387.740356445312,20.9085112835316,92.7783863847613,264.6111145,1140.944458
388.337860107422,20.7703195211002,92.1951014579200,270.6111145,1167.944458
388.935333251953,21.5567521603706,95.8770760157232,280.6111145,1200.944458
389.532806396484,23.6649730909295,94.7000100039773,287.6111145,1172.944458
390.130218505859,21.1558944183293,90.1163276989571,294.6111145,1229.944458
390.727630615234,18.5150546515249,95.0249431886245,248.6111145,1202.944458
391.324981689453,18.5492804173035,91.2556446189636,255.6111145,1203.944458
391.922332763672,18.1520261390048,92.9477368241023,238.6111145,1214.944458
392.519622802734,20.6395806721357,88.5118218469365,315.6111145,1278.944458
393.116912841797,17.6964634177318,93.7663553756810,285.6111145,1286.944458
393.714172363281,19.6786675414877,89.5507667938393,278.6111145,1261.944458
394.311401367187,19.5778750523978,86.6199350500442,283.6111145,1255.944458
394.908569335937,21.9886067632535,91.7659854721141,317.6111145,1351.944458
395.505737304687,19.4475933695277,94.9633501252537,285.6111145,1395.944458
396.102874755859,20.0189181618928,93.1176702418776,322.6111145,1395.944458
396.699981689453,20.2631958912805,89.9275682920730,335.6111145,1414.944458
397.297058105469,18.2612079492223,89.3049082291354,301.6111145,1417.944458
397.894104003906,22.7683015751413,98.5891977405152,362.6111145,1547.944458
398.491119384766,21.1149103643963,91.4286680209775,352.6111145,1517.944458
399.088104248047,21.7917758655667,93.2950970810927,375.6111145,1559.944458
399.685058593750,21.0449386824389,93.3884024889113,345.6111145,1527.944458
400.281982421875,21.3107726648609,91.3879551541917,370.6111145,1550.944458
400.878875732422,20.9698777335194,94.6342278857800,359.6111145,1595.944458
401.475738525391,21.3192329192007,94.3946908161227,374.6111145,1652.944458
402.072570800781,21.6437461153846,91.8527125232869,383.6111145,1693.944458
402.669372558594,19.3389726512095,92.6096498903082,364.6111145,1663.944458
403.266174316406,19.0752690118293,92.6420898443967,351.6111145,1681.944458
403.862915039062,18.1902208210368,90.8735845092479,343.6111145,1697.944458
404.459625244141,18.0686748102572,92.1374687940262,339.6111145,1724.944458
405.056304931641,19.2548952292616,91.7135661967009,375.6111145,1748.944458
405.652984619141,21.5832053495392,92.1010660429687,404.6111145,1779.944458
406.249603271484,21.2877603932367,94.6222538550358,425.6111145,1830.944458
406.846221923828,19.9232107791021,93.2374873743471,411.6111145,1864.944458
407.442779541016,19.1013334837496,90.4933339829244,411.6111145,1898.944458
408.039306640625,20.8805343131660,95.9092657051627,447.6111145,1970.944458
408.635833740234,20.6705834394879,94.2812539557401,452.6111145,1997.944458
409.232299804687,19.8179381516507,92.8490387429250,418.6111145,1991.944458
409.828765869141,18.6655230880099,89.6574138120539,433.6111145,1950.944458
410.425170898437,20.4582198138257,92.5861378297327,447.6111145,2033.944458
411.021575927734,19.0444180616965,92.0202122492486,451.6111145,2079.944336
411.617919921875,19.9139690100268,92.9708042331115,436.6111145,2068.944336
412.214263916016,18.3568145053041,92.5129587250791,449.6111145,2133.944336
412.810577392578,20.8515497670577,92.5216118909230,456.6111145,2095.944336
413.406829833984,18.7093171824010,94.0517780228207,445.6111145,2168.944336
414.003082275391,19.7926904940098,91.2373018089890,475.6111145,2171.944336
414.599304199219,18.5802642679880,95.7705497736072,456.6111145,2300.944336
415.195465087891,20.9288859390874,93.5765532702875,498.6111145,2240.944336
415.791625976562,21.2402774172818,93.6493896873567,512.611084,2291.944336
416.387756347656,21.1526256956682,94.0466441271158,534.611084,2322.944336
416.983825683594,18.3255675001770,89.9408880145530,495.6111145,2339.944336
417.579895019531,19.1701577903315,92.2581588202877,520.611084,2380.944336
418.175933837891,18.8017972244575,93.2063989511240,471.6111145,2366.944336
418.771942138672,20.3465672078581,92.3241665530580,524.611084,2409.944336
419.367889404297,19.4754897872804,90.7677132712607,513.611084,2405.944336
419.963836669922,17.4512032443255,93.1831525484922,487.6111145,2487.944336
420.559753417969,19.5387229035164,92.0992389314100,544.611084,2482.944336
421.155639648437,18.4007222915691,95.2743797426305,497.6111145,2531.944336
421.751495361328,19.0398012200775,93.8330861848481,528.611084,2578.944336
422.347290039062,18.9880798644665,94.2357212824055,534.611084,2610.944336
422.943084716797,19.3392147333852,91.4215647982754,541.611084,2583.944336
423.538848876953,18.5312770330678,92.7809530286923,536.611084,2655.944336
424.134582519531,19.8963496306709,95.5643533672490,558.611084,2691.944336
424.730285644531,18.9351003178803,90.9885880306351,558.611084,2677.944336
425.325958251953,20.1742336993454,93.8217203230237,593.611084,2739.944336
425.921600341797,19.5756892850043,93.8614008644131,572.611084,2799.944336
426.517211914062,18.9356885252201,92.3297733714025,594.611084,2795.944336
427.112792968750,19.2033646743565,91.9101289767492,605.611084,2861.944336
427.708312988281,18.9220378388908,90.9518700876527,603.611084,2856.944336
428.303833007812,19.8065843759006,92.3213248509806,632.611084,2927.944336
428.899322509766,19.9201145606992,93.8854836122697,620.611084,2955.944336
429.494781494141,21.0653787361693,94.1427072019117,633.611084,2929.944336
430.090209960937,20.0831255533673,93.2929740060061,670.611084,3028.944336
430.685607910156,19.1731861954555,92.1332487345041,651.611084,3044.944336
431.280975341797,18.1916991369923,88.6677018190065,630.611084,3043.944336
431.876312255859,21.3739064994128,93.2591094289602,716.611084,3137.944336
432.471618652344,19.3991394953959,90.5256306440560,666.611084,3166.944336
433.066894531250,19.4617465429910,93.0410446362809,679.611084,3238.944336
433.662139892578,19.8818952458128,93.3801261364661,707.611084,3272.944336
434.257354736328,20.4782509853326,92.3963658381673,759.611084,3417.944336
434.852539062500,19.2568070753299,91.4573670129045,712.611084,3366.944336
435.447692871094,19.6673788820516,95.5066772786166,693.611084,3411.944336
436.042816162109,20.0440200383996,91.1040144107719,751.611084,3459.944336
436.637908935547,20.0659444062965,93.3980926893047,783.611084,3538.944336
437.232940673828,19.3051127177455,91.8681322183167,763.611084,3574.944336
437.827972412109,20.7496249147863,92.1915148574895,828.611084,3637.944336
438.422973632812,20.4356006626521,90.7521226866366,822.611084,3643.944336
439.017944335937,21.0534248175874,92.1987247642727,857.611084,3739.944336
439.612884521484,20.5937384901096,91.0003449182405,851.611084,3777.944336
440.207794189453,20.0352909845433,92.4043385444784,855.611084,3885.944336
440.802673339844,20.6721872962551,91.0917494165413,880.611084,3884.944336
441.397521972656,20.6045732601177,92.0553929433096,889.611084,3947.944336
441.992340087891,20.9241548913758,92.7711893523604,910.611084,4041.944336
442.587127685547,21.0674919859718,90.6846257759807,929.611084,4038.944336
443.181884765625,19.8876781587390,92.0607631570034,945.611084,4236.944336
443.776580810547,21.4431789710523,93.6563646344767,976.611084,4232.944336
444.371276855469,21.8279255977055,91.4691184396702,1024.611084,4265.944336
444.965942382812,21.5637348221370,91.9716011551630,981.611084,4226.944336
445.560577392578,21.9139278827067,94.8373502174384,1030.611084,4477.944336
446.155181884766,21.3154436579802,94.0524723274117,1002.611084,4390.944336
446.749755859375,21.0642217308913,91.0953511430479,1024.611084,4398.944336
447.344268798828,22.0035382148131,95.1801530946121,1086.611084,4624.944336
447.938781738281,21.1869845964682,91.9655331992208,1032.611084,4459.944336
448.533264160156,21.9417361575931,93.1619025744062,1105.611084,4636.944336
449.127716064453,22.4548220269294,92.8859112204208,1139.611084,4733.944336
449.722137451172,21.9348775153543,92.4210750053725,1160.611084,4871.944336
450.316497802734,22.0091112836654,92.1270905018208,1149.611084,4774.944336
450.910858154297,22.2091139742180,91.9451154697496,1192.611084,4837.944336
451.505187988281,21.7432115078411,91.7172134670309,1182.611084,4950.944336
452.099456787109,22.7833017546384,93.5850404465077,1229.611084,5026.944336
452.693725585937,23.2683380417031,93.6711816037289,1252.611084,5079.944336
453.287963867187,22.3374695765332,93.2098370090855,1258.611084,5141.944336
453.882141113281,22.4136222201921,92.6164196379393,1274.611084,5220.944336
454.476318359375,22.5708276537796,92.5940225299099,1285.611084,5209.944336
455.070465087891,23.1610581488795,92.2553180908587,1346.611084,5343.944336
455.664550781250,22.4367531056441,92.3165496071607,1294.611084,5305.944336
456.258636474609,22.8126010914789,92.4117279798628,1319.611084,5364.944336
456.852661132812,22.4260632455290,92.1684774328206,1345.611084,5406.944336
457.446685791016,23.0099009027434,92.8566062541157,1362.611084,5508.944336
458.040649414062,22.1379241513898,91.4492329673885,1335.611084,5461.944336
458.634613037109,22.8483507981318,92.9062166318343,1389.611084,5626.944336
459.228515625000,22.7909823369451,93.8564692750826,1389.611084,5704.944336
459.822418212891,22.9599456158155,94.2260715494171,1398.611084,5743.944336
460.416259765625,22.2759261945002,92.7733056539955,1403.611084,5754.944336
461.010070800781,22.3874086021111,94.0256926702955,1417.611084,5890.944336
461.603881835937,22.7280795643187,93.6855080608074,1442.611084,5881.944336
462.197631835937,23.0809005996261,92.8836866028979,1498.611084,5922.944336
462.791351318359,22.6843848634404,91.5379256427173,1459.611084,5975.944336
463.385070800781,22.8930461814216,91.5645584827566,1527.611084,6029.944336
463.978729248047,22.6862951052140,94.0135378261888,1484.611084,6143.944336
464.572357177734,22.6826393615528,93.5224867991730,1521.611084,6202.944336
465.165954589844,22.1881438300048,92.6991433022820,1459.611084,6095.944336
465.759521484375,23.0840733140187,92.9508045801923,1579.611084,6297.944336
466.353057861328,23.7756863327652,91.9524324961719,1619.611084,6304.944336
466.946594238281,23.4482366245565,93.3367112819024,1620.611084,6445.944336
467.540069580078,23.1896284531002,93.4312244193655,1610.611084,6465.944336
468.133514404297,23.2383436296417,91.4359202456938,1639.611084,6425.944336
468.726928710937,22.6234157523621,93.7468620993711,1607.611084,6646.944336
469.320312500000,22.8903980448019,93.0899967793981,1637.611084,6666.944336
469.913665771484,23.0310776620279,93.7634643466776,1664.611084,6734.944336
470.506958007812,22.9745021494162,93.0612261182253,1687.611084,6778.944336
471.100250244141,23.6162664206308,94.0101086819423,1731.611084,6914.944336
471.693511962891,22.9017587362418,92.8346735597011,1723.611084,6935.944336
472.286743164062,23.1834184606070,92.4509402882413,1736.611084,7003.944336
472.879943847656,23.2640539130605,91.0103182841601,1782.611084,6997.944336
473.473083496094,22.9020196395241,93.1672762904586,1793.611084,7223.944336
474.066223144531,23.1876244920386,92.9509548991117,1823.611084,7217.944336
474.659332275391,22.7748947433021,92.9815966647706,1783.611084,7285.944336
475.252380371094,22.8501650090117,92.3532979446638,1842.611084,7423.944336
475.845428466797,23.6735746401461,94.7257635834964,1889.611084,7534.944336
476.438446044922,22.9377849809466,92.8620671431214,1846.611084,7479.944336
477.031402587891,22.6808188668400,92.8120430512846,1909.611084,7734.944336
477.624328613281,22.9852444717048,92.6351428882988,1917.611084,7686.944336
478.217254638672,22.9458820867789,93.2199415327664,1923.611084,7769.944336
478.810119628906,22.3367354543220,93.3764559579792,1912.611084,7897.944336
479.402984619141,23.0519181208493,92.4714989554063,1953.611084,7873.944336
479.995788574219,23.0968832584439,91.4615352066419,1984.611084,7853.944336
480.588562011719,23.0771646129930,90.9108617213304,2046.611084,8039.944336
481.181304931641,23.1527684747993,92.7653537307036,2031.611084,8122.944336
481.774017333984,22.2473000956362,92.3975153923830,1968.611084,8132.944336
482.366729736328,22.9570269342305,91.8559960137130,2084.611084,8260.944336
482.959381103516,23.3215262274127,93.0149171971580,2084.611084,8380.944336
483.552001953125,22.8768144929710,92.6274021769972,2075.611084,8395.944336
484.144592285156,22.9008235274124,92.9907612158001,2097.611084,8487.944336
484.737152099609,23.3264901381918,93.6679140236167,2156.611084,8666.944336
485.329650878906,22.8246699851818,92.9721024780132,2124.611084,8642.944336
485.922149658203,23.0014730641682,92.4496792184947,2170.611084,8664.944336
486.514617919922,23.9159698402610,93.8569677876020,2265.611084,8903.944336
487.107055664062,23.2473461191274,92.9317103280265,2232.611084,8877.944336
487.699432373047,23.2760015678298,93.7555003744022,2242.611084,9003.944336
488.291809082031,22.6760690065716,94.5061312726649,2204.611084,9147.944336
488.884155273437,23.1192792237413,93.2734783167203,2277.611084,9192.944336
489.476440429687,23.1885261285719,92.6891911036405,2286.611084,9245.944336
490.068725585937,23.4680491293903,93.2769782518281,2372.611084,9350.944336
490.660949707031,23.2687510373291,92.7043164777992,2359.611084,9383.944336
491.253173828125,22.9405156417890,92.9542520044682,2342.611084,9477.944336
491.845336914062,23.1292185322457,93.1118051326803,2402.611084,9636.944336
492.437469482422,22.0930107038935,90.6803941108969,2339.611084,9544.944336
493.029571533203,23.3705652740937,92.6918657364319,2464.611084,9787.944336
493.621643066406,23.6799381813259,93.0547199893919,2501.611084,9813.944336
494.213714599609,23.1536274243850,92.8236499078050,2505.611084,10000.94434
494.805725097656,22.7776927223834,92.8921783170347,2495.611084,10150.94434
495.397705078125,22.9818064346161,93.2075904293818,2517.611084,10168.94434
495.989654541016,23.4767240368908,93.7747455957503,2588.611084,10301.94434
496.581542968750,23.2703173362911,93.4908717414660,2592.611084,10392.94434
497.173431396484,23.0894523925264,93.3336294199728,2614.611084,10496.94434
497.765289306641,22.8070942883796,93.1370532029000,2615.611084,10629.94434
498.357116699219,22.8592638244659,92.9017434885386,2596.611084,10510.94434
498.948883056641,22.9819464275312,93.4480412598918,2644.611084,10732.94434
499.540649414062,22.9569997747101,92.3127141403506,2666.611084,10750.94434
500.132354736328,22.9878634484479,93.7088802536667,2663.611084,10892.94434
500.724060058594,22.9704698829724,92.7876201495215,2711.611084,10920.94434
501.315704345703,23.2950521219855,93.4526461605493,2798.611084,11167.94434
501.907348632812,23.1523438889718,92.3233849349514,2810.611084,11154.94434
502.498931884766,23.4643435635204,94.1291512416013,2831.611084,11281.94434
503.090484619141,23.3399521546936,93.6287073769197,2823.611084,11318.94434
503.682006835937,23.1547323817593,93.7799710298428,2849.611084,11456.94434
504.273498535156,22.9754377957659,93.1125208847424,2807.611084,11351.94434
504.864959716797,22.9922532562847,92.8747128809264,2881.611084,11561.94434
505.456390380859,23.0141278177985,92.6088291595815,2887.611084,11644.94434
506.047790527344,23.4166043716685,92.7286181966137,2925.611084,11609.94434
506.639160156250,23.2156393901552,93.1204258342865,2944.611084,11754.94434
507.230499267578,23.1363960072879,93.0766061990469,2957.611084,11847.94434
507.821777343750,22.9231518388135,93.0385146831959,2948.611084,11882.94434
508.413055419922,23.1213895694198,92.6606646460063,2983.611084,11918.94434
509.004302978516,23.1455661180839,92.9237753133586,3030.611084,12122.94434
509.595489501953,22.5917069406043,91.7287647392227,2960.611084,12021.94434
510.186645507812,22.4819793934840,92.1193838357922,2996.611084,12195.94434
510.777801513672,23.5175315141255,93.5129195259277,3072.611084,12179.94434
511.368896484375,22.6228521997139,92.7704773938300,2987.611084,12205.94434
511.959960937500,23.3241011335864,92.3869280100025,3109.611084,12335.94434
512.551025390625,23.2941595183648,92.3569863960135,3114.611084,12340.94434
513.142028808594,23.4452641253005,93.5454779073414,3124.611084,12497.94434
513.732971191406,22.9045459639489,94.0802441209023,3096.611084,12679.94434
514.323913574219,23.0619115117287,92.1125438352279,3123.611084,12578.94434
514.914794921875,22.6576183675221,92.3697820928107,3146.611084,12785.94434
515.505676269531,22.9712329567180,92.8082872850858,3179.611084,12822.94434
516.096557617187,23.5934541760343,93.1740700097169,3334.611084,13222.94434
516.687316894531,22.7627075029801,93.3907285430436,3156.611084,13041.94434
517.278137207031,23.0356367449973,92.9399480398019,3255.611084,13117.94434
517.868835449219,23.2835691130560,93.0326456889769,3325.611084,13276.94434
518.459594726562,22.6697597314361,92.9978153086939,3249.611084,13303.94434
519.050231933594,23.0872041858554,92.5048139767530,3345.611084,13357.94434
519.640869140625,22.6581443862674,92.6533243245878,3270.611084,13436.94434
520.231506347656,22.2867022031969,93.0973275743853,3273.611084,13624.94434
520.822082519531,22.9130949466961,93.2528038613111,3382.611084,13776.94434
521.412597656250,22.4470046652474,93.4025980313142,3352.611084,13903.94434
522.003112792969,22.3918376945774,92.6127171497110,3388.611084,14006.94434
522.593627929687,22.3603318712137,92.6137307286671,3439.611084,14168.94434
523.184082031250,22.5183032426842,93.1680559970031,3428.611084,14214.94434
523.774475097656,22.9012478307002,92.9665498649252,3525.611084,14254.94434
524.364868164062,22.5337362840524,93.0329209364984,3524.611084,14483.94434
524.955200195312,22.6100317737510,94.5251433506730,3530.611084,14735.94434
525.545532226562,22.8141347475889,93.5469323166633,3593.611084,14664.94434
526.135803222656,22.4544568472322,93.4994079401142,3568.611084,14847.94434
526.726013183594,22.1875300865611,93.5206692831073,3570.611084,15031.94434
527.316223144531,22.1328801676893,94.0818140799452,3602.611084,15249.94434
527.906433105469,22.7593799288723,92.9980834297000,3733.611084,15179.94434
528.496582031250,22.3660182287196,92.9555707315860,3676.611084,15230.94434
529.086669921875,22.2174118628289,92.7326843081391,3694.611084,15367.94434
529.676757812500,22.3181078129351,93.2872135335331,3673.611084,15419.94434
530.266784667969,22.2009886794008,93.2626354198091,3763.611084,15724.94434
530.856811523437,22.3608693774903,93.7791104141134,3816.611084,15997.94434
531.446777343750,21.8345390353993,92.9351052095983,3734.611084,15821.94434
532.036743164062,22.2117525085702,93.7516183706732,3825.611084,16099.94434
532.626647949219,21.8939450696933,92.4742467006886,3824.611084,16035.94434
533.216552734375,21.8775065982435,93.8256030799953,3783.611084,16240.94434
533.806396484375,21.7461534424851,92.9696440029660,3792.611084,16162.94434
534.396240234375,22.0184490861997,93.3951907984922,3933.611084,16588.94531
534.985961914062,21.6496942233720,93.1850968315609,3858.611084,16549.94531
535.575744628906,21.7484965911496,93.5350515843145,3858.611084,16539.94531
536.165466308594,22.2121741727402,93.1586290601369,3975.611084,16658.94531
536.755126953125,22.0938588615859,93.4584380866673,3958.611084,16755.94531
537.344787597656,21.9587409424541,92.9210509922226,4040.611084,17092.94531
537.934387207031,21.7843031605746,92.7729687987222,3969.611084,16886.94531
538.523986816406,22.1275342939436,93.4513895838637,4079.611084,17149.94531
539.113525390625,21.8938869471365,93.6009518869628,4039.611084,17195.94531
539.703063964844,21.4849962220142,93.4898271911324,3975.611084,17303.94531
540.292541503906,21.4621899084241,92.7281772934587,4036.611084,17394.94531
540.881958007812,21.5121874855230,93.3870261307953,4038.611084,17559.94531
541.471374511719,21.8067858156928,93.7289131639285,4125.611328,17670.94531
542.060729980469,21.6153057917312,93.1011200415208,4147.611328,17825.94531
542.650085449219,21.7623443411350,94.0829978335243,4183.611328,18007.94531
543.239379882812,22.1452871778846,93.9923892333305,4300.611328,18221.94531
543.828674316406,21.1123031278954,93.6571229933859,4145.611328,18133.94531
544.417907714844,21.8895581789526,93.5470597217134,4272.611328,18253.94531
545.007141113281,21.6222105161760,93.6293992971410,4285.611328,18448.94531
545.596313476562,21.5711669661325,92.9226222457059,4263.611328,18317.94531
546.185485839844,21.7541875809397,93.0151685382236,4406.611328,18822.94531
546.774597167969,21.0759195530781,92.1005225153135,4238.611328,18462.94531
547.363647460937,21.4489181420874,93.1801883879174,4326.611328,18736.94531
547.952697753906,21.8373637391271,93.7922516969721,4426.611328,18950.94531
548.541687011719,21.4767438581185,93.0405883451275,4393.611328,18954.94531
549.130676269531,21.4129073069051,93.2358713796047,4381.611328,19045.94531
549.719604492187,21.5907874041972,93.6954568010698,4423.611328,19257.94531
550.308532714844,21.3525964821250,93.1321663207415,4445.611328,19276.94531
550.897399902344,21.6246785820891,93.7386029235119,4469.611328,19315.94531
551.486206054687,21.6858993051365,93.3077846770317,4506.611328,19361.94531
552.075012207031,21.1712151529871,92.5675538105311,4456.611328,19432.94531
552.663818359375,21.8354055638732,93.1481199508541,4601.611328,19578.94531
553.252563476562,21.3629393049760,93.1448431616455,4556.611328,19928.94531
553.841247558594,21.1831610240755,93.2537597504391,4506.611328,19751.94531
554.429931640625,21.4323458093962,94.5909868782312,4553.611328,20094.94531
555.018554687500,21.1488227161228,92.7929840888084,4588.611328,20096.94531
555.607177734375,21.1726134283777,93.7582477084217,4574.611328,20227.94531
556.195739746094,20.9474562490424,92.5207278250525,4550.611328,20072.94531
556.784240722656,21.2958875431072,93.7464116360313,4641.611328,20467.94531
557.372741699219,21.2550759336308,93.3106034802662,4728.611328,20681.94531
557.961242675781,21.3179068039048,92.7891309329725,4698.611328,20418.94531
558.549682617187,21.4868373727471,93.7188396055767,4741.611328,20611.94531
559.138061523437,21.2382517543335,93.2259086296923,4741.611328,20756.94531
559.726440429687,21.2566220605731,93.4038789519644,4716.611328,20773.94531
560.314758300781,21.2229098869296,92.4644165910300,4842.611328,21018.94531
560.903076171875,21.0362874045855,92.9184598173899,4779.611328,21071.94531
561.491333007812,21.1985340597750,93.3153423223962,4856.611328,21287.94531
562.079528808594,21.0557750275953,92.7793006732532,4812.611328,21162.94531
562.667724609375,21.0136918657989,93.7056272112240,4814.611328,21456.94531
563.255920410156,21.2336669805060,92.8827367820514,4879.611328,21389.94531
563.843994140625,21.1424858830438,93.8347575640189,4911.611328,21713.94531
564.432128906250,21.3052249797626,93.0025300325696,4946.611328,21627.94531
565.020141601562,21.1521694009775,93.5785023236347,4982.611328,22047.94531
565.608215332031,21.2131322674086,92.7357314216553,5003.611328,21810.94531
566.196166992187,20.7841847648851,93.4760995214535,4925.611328,22118.94531
566.784118652344,21.4695628586072,94.0371140720447,5053.611328,22152.94531
567.372070312500,20.9691772396737,92.9638719620536,5023.611328,22203.94531
567.959960937500,21.3381864389344,93.4997979716497,5055.611328,22207.94531
568.547790527344,21.2564378020423,93.7483005714449,5127.611328,22567.94531
569.135620117187,20.7897201577962,93.0325549743260,5040.611328,22501.94531
569.723388671875,20.7440374955598,92.3445941199847,5026.611328,22432.94531
570.311157226562,21.0566586063766,93.6124238743891,5133.611328,22785.94531
570.898864746094,20.6655570063674,92.8517497133062,5051.611328,22673.94531
571.486511230469,20.9485732091603,92.9907753078982,5103.611328,22607.94531
