Time,LED1,LED2,LED3,LED4,Dark
1744220550.030274,0.0,0.0,0.0,0.0,0.0
1744220550.030274,0.0,0.0,0.0,0.0,1.929654598236084
1744220550.030274,0.0,0.0,0.0,0.0,1.929654598236084
1744220550.030274,0.0,0.0,0.0,0.0,1.929654598236084
1744220550.030274,0.0,0.0,0.0,0.0,1.9562783241271973
1744220550.030274,0.0,0.0,0.0,0.0,1.9562783241271973
1744220550.030274,0.0,0.0,0.0,0.0,1.9562783241271973
1744220550.030274,0.0,0.0,0.0,0.0,1.9562783241271973
1744220550.030274,0.0,0.0,0.0,0.0,1.9793429374694824
1744220550.030274,0.0,0.0,0.0,0.0,1.9793429374694824
1744220550.030274,0.0,0.0,0.0,0.0,1.9987750053405762
1744220550.030274,0.0,0.0,0.0,0.0,0.0
1744220550.030274,0.0,0.0,0.0,0.0,1.899582862854004
1744220550.030274,0.0,0.0,0.0,0.0,1.899582862854004
1744220550.030274,0.0,0.0,0.0,0.0,1.899582862854004
1744220550.030274,0.0,0.0,0.0,0.0,1.899582862854004
1744220550.030274,0.0,0.0,0.0,0.0,0.0
1744216747.494274,0.0,0.0,0.0,0.0,1.929654598236084
1744216747.494274,0.0,0.0,0.0,0.0,1.929654598236084
