wavelength,1L,1R,2L,2R,3L,3R,4L,4R,5L,5R
374.587677,23.4253272343060,20.1591351403253,14.8842642969122,10.3438680088733,16.8762514327066,12.6530156711204,15.6131752357830,14.5337190149272,14.4613835949752,15.0122404666659
375.1858215,26.3932260607452,21.4312991584269,10.7628802415773,15.5303293822841,16.4527038673810,18.9364448746182,16.1915494986001,17.3139568574646,13.2410646105288,15.7914837510650
375.7839355,23.1162839271277,20.9431964473806,16.6528866152937,14.8093926469060,19.1555676064002,17.3288331762347,15.6752760380274,15.5970679283267,16.8316488856578,14.5691802707287
376.3820496,28.6081064966453,26.7343933520381,15.9176928746085,12.0520517187570,19.3104721287517,19.1863455041326,18.3943030566445,15.7581021958585,15.6812615178942,15.8408521966442
376.9801025,27.9573372076637,25.5435404114765,17.2524176275940,17.1100796511806,16.7067925188142,19.0375585572741,17.0685650867752,20.6151266649272,17.0151887528492,12.6917057048494
377.5781555,33.1444875210854,32.1530946902755,16.6489973092510,16.2652313224456,18.4782758734543,20.5314170515928,18.7533069342830,21.0814809299861,17.0839299862139,14.8389058146727
378.1761475,26.8411126913664,22.1710867965761,13.8972992728743,15.6197226981365,17.0243193825649,15.9016673189079,15.8606573714465,15.2352539126964,14.2458845302818,13.0002026242405
378.7741394,25.5574885703032,24.9023091778516,14.8268675537897,14.7938323075265,18.7799643816334,18.7634467585018,19.1158121333313,16.6602677704663,13.0209951968118,16.2418334152977
379.3720703,30.1538157951509,26.0955462239329,18.6680387445676,15.7951334254562,19.2869974338823,17.3775666356211,17.4359591766236,17.6695293406336,19.0651060988316,13.4419215608877
379.9700012,29.0234010535988,26.9076296387851,11.9727756494191,14.0935241337981,19.2211582574805,16.6971673234499,17.6430416190998,16.2292092961805,14.9995723016375,14.9547677369347
380.5679016,31.7486566533279,28.9956500199538,16.6157439059920,20.0986693823035,15.9835291688020,19.8975104347561,20.3687976981938,20.0814282241465,18.6618188549237,14.0581486412558
381.1657715,26.1257880781163,23.8228336753613,14.6783278419166,14.0436924262336,18.2168958667379,16.5581915273789,16.8658932669954,16.5389609114409,12.0628637154326,13.4907914199513
381.7635803,28.2967412182113,26.2159408046041,9.9760727236203,13.8916132962910,17.6680788888707,19.4814234622180,19.4386308216113,16.3789459994235,10.5323785206819,13.0838994501374
382.3613892,29.7851754752066,27.0044852558740,14.4989515152757,13.6511177325900,18.5766235272895,17.8347693139637,17.4310395352977,17.6329051176791,16.9314237436102,15.0692194291387
382.9591675,28.8040884611674,27.5010966756104,15.2795695789488,14.1946287764223,18.3322921057161,18.7949865457584,15.3061605922067,18.8694440121830,16.0241354788536,15.0189706375480
383.5569153,29.9608001470923,26.3532749097818,14.4442103551000,12.2147872951657,17.9059289250975,17.7224950224405,18.7854686193718,17.3650356407542,12.7321640418565,11.6738940108224
384.1546326,30.4494945045216,23.9192602275980,13.7663131738617,15.6734959031802,19.6467956097098,16.6037154905951,17.5760053041550,18.5202487282454,15.0938619616007,13.4531231419461
384.7523193,27.2088160019819,25.0785406414613,14.6184015612039,13.0707269869582,18.2919028003597,15.3966851009413,15.6813148936590,16.7397819734994,17.0021743956543,15.2010023474788
385.3500061,28.3205424764601,27.0533332022915,12.0632887881153,12.3609242397023,19.3598869479422,18.2911017210349,17.6056364926933,16.8119403036483,14.5616291109414,12.4105305611701
385.9476318,29.0463644250085,24.9035062915940,15.3702979931782,13.9036496722310,17.4859789707806,19.0664177543799,18.5775353665802,16.6220058153816,14.3672454191689,14.4051759592356
386.5452271,27.0032094445244,26.1763852086813,11.8383986132373,8.0244937272865,17.4206547767369,17.7504280509993,15.4754675181898,13.8600548465870,11.4751690139021,12.1203784500775
387.1427917,29.6199955436356,25.9483594748645,14.2064416222645,12.5329430278378,18.0655454608734,19.1217690365534,18.5913709798223,16.7989914264445,14.9288799866156,10.1964478043822
387.7403564,28.5159954400984,28.3886916198996,15.9305034120868,13.0595880157682,19.6354754929209,18.1210017968022,17.9278517135334,18.5775393437281,14.8857357920949,14.1350838114802
388.3378601,29.5415254714413,28.1898127895677,15.8581027712563,15.4487505946602,17.6149022513933,17.3718494697370,18.7192979444416,18.5828479996853,14.2292248215374,14.5746150617608
388.9353333,29.7979094138324,28.0609069709553,14.1051408324757,13.4649672565221,18.5522075843979,20.8440269701427,19.3502894077118,18.5991538498144,12.7821165362169,13.8960171986342
389.5328064,34.3843778340584,28.5744141700919,14.9431712510305,14.8334622147794,20.8582713812678,21.0914021416685,20.3143012810139,19.8388996422946,16.4882278323789,15.1305888667343
390.1302185,32.0908941073193,28.1692940196113,15.6983678802992,12.4430004429194,19.5681050212262,19.0534705737826,17.8007917248459,16.0933204587093,15.8260288327955,15.0720284558308
390.7276306,31.7921065635334,26.0865733464867,14.4189867509650,16.7028541561131,16.8683523541239,18.1964709612689,18.5357413580850,18.7757135179242,14.6258583620960,10.9393972515921
391.3249817,29.8175342347969,26.8704520923645,14.4854520294301,13.2275996473609,17.8155333789807,15.5538189963898,17.9163225274533,15.7553984006405,14.3967568700987,13.2719472270266
391.9223328,28.6713253711614,26.5708462161453,11.9139841831419,11.5082571032080,16.8503206490688,16.2290518559647,17.2602730128756,16.2121472380963,11.2124152629841,9.1203889972983
392.5196228,28.6360098310562,28.9230236659164,14.7539759670431,12.9010997464977,18.8012372523791,18.1363825713017,17.1917784600428,18.2526409861815,15.0664212054261,12.9410639508093
393.1169128,26.1402335185131,23.1282890744774,13.3592637208595,10.5504099535478,17.0080188113063,15.8824128535982,13.8101943802619,15.8686435454785,14.0270543651055,12.1992344928521
393.7141724,33.0476041507982,28.1308800569833,13.9575315641599,12.8038861424140,15.2210469520263,18.3170533537292,19.0626050951082,15.9705238524790,13.3061534635994,13.7652569679529
394.3114014,32.5748222354395,28.8740092296368,16.0573091203267,13.1350085921426,18.0515292399331,20.7322223021908,18.1474049844031,18.1627456091143,14.7303851091577,12.6249486203700
394.9085693,32.3232898239370,31.1040507804503,16.7962648333118,15.1808688619624,20.0424398495751,20.3770581448722,20.5539814494024,21.2616788930617,15.6039488095246,16.0539517767862
395.5057373,31.7229167231393,29.1619321400140,14.1364825415463,16.4969755502122,20.8699419073885,20.5862294147922,20.6240569159474,19.6178212806809,13.9851683809706,13.1340288252044
396.1028748,31.1436031602940,27.3825146969008,14.5582730723204,14.4134826091664,18.4607035698612,17.2093063680678,18.6709933534298,18.7468360671629,16.5922250522857,12.7759787680959
396.6999817,29.0346334424803,25.2543615048026,14.5877568742891,10.7638789082287,18.3847997944031,19.4011467573773,17.0196082894878,17.5764189098324,14.2724542972206,13.5781186728015
397.2970581,32.1429563671989,28.3521307504819,13.1148370064703,13.2157456247408,16.0748410035371,19.0920277211692,20.5182107429265,18.2914807194737,14.9177482464023,13.3738369635767
397.894104,33.1460718034705,31.0984225317840,14.6684094710966,13.1405222080879,20.0613606762969,19.2346281416181,19.4578801300531,19.8485730260089,16.0986225520191,13.8067926156033
398.4911194,34.3653745512419,29.4184887315725,14.0488840239675,14.0289228884351,18.5333487488366,18.1041980406976,18.2572279307897,18.0908906170094,15.9517871332769,14.1253989690135
399.0881042,33.6433316183811,28.8504927306114,15.6419891511534,14.1142113583382,19.6967225428613,20.6733402056112,19.6032507451301,19.2100257826290,15.8611635462654,14.4397505792548
399.6850586,33.7882745175657,26.3222413940706,15.0775264542441,13.9002812455833,18.9069540495358,20.4799970080259,19.6004456269497,19.7357615099268,15.2466703788279,12.6587620145597
400.2819824,32.1945698331762,30.0893664056967,15.2155914517693,14.1613928582780,19.1768201374156,18.8222268467489,19.6016936852777,17.8894209461915,14.8003009372291,14.8290517920079
400.8788757,35.3893020917925,30.2221512392383,17.2378680129524,16.5769906984150,19.0390808400804,20.5454916069338,21.4525765119890,19.3662798067133,15.5338423457772,13.1721799444808
401.4757385,32.4325522342306,28.5847813251330,14.5469065808383,13.7881019303915,18.4104837853803,18.7993714509585,20.3675657602152,19.2989170787649,14.9895419032803,14.3350733915898
402.0725708,33.0000532450169,28.8468343370246,13.5191133224536,14.2902005830232,19.7755819022384,21.9666003474249,20.5309970284761,17.9481666158223,14.9171014528050,14.0989960674057
402.6693726,30.4390667487428,28.0728917223717,14.4592928687059,13.9642523512200,18.5374791737500,19.6955196616847,18.9824256407343,17.5090927327707,15.2431058074028,12.7237059196971
403.2661743,30.3203055336537,25.9470669948856,11.9683826322869,11.4077879894096,17.6587138667255,17.2156642498964,16.3777863242846,18.3428799574490,13.8008618736872,12.3089582443940
403.862915,29.9572508224057,29.5543290228391,14.1139644250527,13.4081186231616,16.7020635445845,18.2813928599008,18.1519871769259,17.6873060708829,15.3197830576382,12.7522709121157
404.4596252,33.4062112692897,28.9577626603957,14.8232298988264,14.0606384767792,19.3928634461722,19.3839966515679,20.9564701493240,20.0106213556215,14.9710184684066,13.1886839678668
405.0563049,31.3159052553459,28.5163824640798,15.1026045931386,13.1375282562168,18.3264679310368,16.9338277659085,19.3203974087948,18.3065325531100,13.9634298597225,14.3991640622786
405.6529846,35.6272556743540,30.5804052589245,15.8221520956772,14.6841657251199,20.3503871884109,21.3016727590746,20.2644453694867,20.4363290073352,14.7967790868861,13.1164718878430
406.2496033,32.2053454361531,29.7239483766667,14.6355089932383,13.9185991856931,20.1818303751830,19.8233762346081,20.7014505112642,17.8616008375984,15.5747154097617,13.0488605548751
406.8462219,32.3278239629319,27.9903761451268,14.4052693319528,13.3726716096962,17.7396977226335,18.6028849618636,18.5329688679164,18.1565014561113,13.9588858262006,12.3857884838115
407.4427795,32.2471975399312,30.8730549671823,13.9966445937160,13.9811753674349,17.7503954585258,18.3459429677653,19.0214112722738,18.5676614634279,15.9818010695720,13.0814096547802
408.0393066,30.4098545327285,31.4076195699884,14.4429959191002,13.0279809666411,19.1959931098412,18.4884863454163,19.4007294786878,21.6035911617749,14.7591709989085,12.9631910846220
408.6358337,31.9180002226213,29.0129025821127,14.9162096958351,14.6726378558668,19.2497502615052,19.5161569179165,19.4958586838664,17.6335528525600,15.0887391103546,14.4721990663918
409.2322998,31.9506729121255,29.4599497039635,16.0305684492997,14.5945236222361,19.9073619979821,19.4733930345100,20.4465359964677,18.6107140590263,14.8364946248604,14.1026917450299
409.8287659,31.1179748412453,24.8929437572382,14.4469474993144,14.4325981648607,17.1110591480249,18.1370056899720,18.8066202789227,18.0843927773223,14.7387081041092,13.3396906894908
410.4251709,31.9886634295033,28.3957140309711,15.8876854479422,13.8157094038029,19.1733916648810,18.2516676993667,20.5623261199783,20.3896617983374,15.1919482400652,13.6608192274942
411.0215759,30.1468297548194,29.1511489528462,13.1406250791481,14.4760063962258,16.6360452258240,18.1049655754568,19.4356611995567,17.2943651418697,15.0289014375831,13.0258288185041
411.6179199,33.1080196956197,28.8383861957063,14.9424450382448,14.1518658386988,20.1369526013006,18.4873801266233,19.9266382317309,20.3016566592025,14.4762059874378,14.1341286499299
412.2142639,29.6367410701480,26.7946430093809,13.6207427892522,13.5254765635458,18.2297932863549,19.3253505210550,19.0622348719508,19.1529644920542,11.7744003778537,13.3462862491295
412.8105774,34.4270030927285,29.8781721909799,16.0109661607673,13.8494472305280,18.7001791205273,20.4735380446018,20.7272367756532,20.0980626962672,15.5898249293545,14.5623425600947
413.4068298,31.5266348645440,27.0924716539262,14.0488988497757,13.1951881575389,18.6626662058735,18.6136832571062,19.3927516181170,19.3600963189388,16.1388559354281,12.4651027452955
414.0030823,32.2056052190494,29.0590261218884,14.7572414122887,13.5365260600541,17.7073023493579,19.7395156941013,18.8054832522404,19.4389605998393,15.6635294863731,14.3110328321919
414.5993042,33.8509410092651,28.6175400113986,14.9993981794208,13.8464673960587,18.1281345733717,18.8944945858089,21.0737597386955,19.1702933393997,15.7228051940824,12.8133514971215
415.1954651,31.8958562838163,28.2604082914904,15.2623463863159,14.4928158966085,18.1119393853400,18.6506108562308,20.2689553279143,19.5227446426589,15.5468390339381,13.3851591304734
415.791626,33.9724765453124,29.9279135929893,16.0608458522801,14.4724860297266,19.2053369318292,20.2757534714316,20.5473853867082,20.4737226230240,16.3416859291448,13.7934049770250
416.3877563,32.7565680598250,27.5887577673591,17.2355552100786,14.6505512660408,19.8821063208333,19.0446183310361,20.6492555540041,19.3523565795604,16.0793373712977,13.9229696210780
416.9838257,29.9462089606367,26.0411630280585,13.9624349921542,12.6559599102258,17.3600907840399,18.2783210241527,18.2249111793192,19.3793737995534,14.5828048060967,11.9760180110492
417.579895,30.4480474633372,29.0262918279693,14.0886655374344,13.1558306299498,17.2881242052671,18.4603048152740,19.0699209895831,17.3106269175427,14.6328187652458,12.7732867687261
418.1759338,33.0454496115605,29.7918447817984,14.2968077934781,13.7253780500755,19.7940464821350,19.5083322187583,20.9258320273328,18.9413322953285,15.6832988622429,13.2713354943292
418.7719421,31.9150036006713,29.5642550684084,14.2186810536087,14.7487299857678,19.7992815567750,20.0255213339812,20.5124790606286,19.4351421101929,15.9553464707222,14.5785110245606
419.3678894,32.4921557440606,27.4257882698456,14.8114848150599,14.5713323522064,18.7887401392043,19.5028758076142,19.3343486770763,19.6082054088490,14.6134644241380,13.8740488182560
419.9638367,30.5599863872787,27.3170875670743,14.8743820927510,14.8266628184703,18.1630102003340,18.9086174443003,19.7516532237302,18.6859289539224,15.2958988902668,12.8085506953442
420.5597534,31.4955548546819,25.8768998986494,14.6954006258965,12.4949768028266,18.0638023558895,19.6005103997192,18.5082729225429,18.6238729331585,15.5843395694773,13.4496896386423
421.1556396,30.6507517811951,27.8917720893237,14.9987354759838,14.9124528255146,18.3596353688924,19.7586400642842,20.5557256871213,19.4545975135667,14.0660649267342,13.3080135167396
421.7514954,32.1965766315092,27.9603945114540,14.6815585793521,15.6780712443953,19.2879299399119,18.3454450898265,19.8061977345349,20.0663297042745,15.8981846867266,14.1873038797317
422.34729,32.4235844784646,27.9266658671912,14.7614916172476,14.0393009220540,18.1317130549681,19.6885652652563,19.6017462554607,19.6451546764487,14.5760107988222,13.3151375109645
422.9430847,32.9177305161433,28.9324503695613,15.2329304088616,14.2212365377842,19.3709551061628,19.9720193461333,20.5274606141369,20.9638754842247,16.1890797172642,13.2432662679399
423.5388489,31.2838831789018,27.1877769798910,14.4217432063875,13.1670109167647,17.7676949248238,19.2814304597511,20.4057026126831,20.3097732208782,15.7954250331088,13.0154455550751
424.1345825,31.5175616133043,27.5066302554126,15.3016887498640,14.8624054603928,18.3252215691203,19.2453404891878,19.6213050455954,19.2018077053106,16.7540924206089,14.3855263674573
424.7302856,30.9100707067280,27.9064408677720,14.9352848403218,14.0765668262621,18.0500194291764,19.0612717842472,20.2664911747817,18.8842551927277,14.6565779984971,12.5719278672401
425.3259583,31.7727683722350,28.8292359353678,16.4018322308149,14.6572373329150,19.0829189814801,18.2276138180306,19.2660645695908,20.2252121115844,15.3407257900264,14.6440208227596
425.9216003,31.0377354234139,28.5895859490946,15.0972312693315,14.1627941713489,18.7172239296582,21.1729685959795,19.1749469237036,19.0799819845842,15.1238207011121,13.8418190620944
426.5172119,30.1859984679533,27.3959775650276,14.9550017342498,14.8488497366254,18.5181594726291,17.8440956968935,19.5177552636012,19.3656028036044,15.7440622926022,13.7537184111932
427.112793,32.1177662418139,27.6274084335123,14.8275138864449,13.5802901166365,17.6143887698070,18.8140479658923,20.1951556613505,19.3460554924737,15.2009760595627,13.3142863533458
427.708313,31.0624474276064,28.4727481105307,15.5051000097013,14.3347720332712,17.9467656413106,19.0073744431792,19.3696202062810,18.4047948116740,14.4322994443626,13.7583161058680
428.303833,32.3702960140952,28.8445244903841,15.4545983081554,14.0665541669049,19.1456119762871,18.8273005378394,20.7545608657673,18.5385593799241,15.1971664093999,13.1777191935855
428.8993225,33.7309921427817,28.8004459673185,14.0462582104538,14.9663885403366,19.3387925748413,20.0716866888277,20.6030814986156,19.9361633512177,16.4785423353507,14.0551739875106
